accuracy,client,client_trust_score,client_score
9.075,0,0.4999965595111229,0.4999965595111229
9.075,1,0.5000034404888771,0.5000034404888771
11.75,0,0.5008874102712265,0.5008874102712266
11.75,1,0.49911258972877337,0.4991125897287734
9.45,0,0.5018806557164296,0.5018806557164296
9.45,1,0.49811934428357046,0.49811934428357046
5.016666666666667,0,0.5016055477017268,0.5016055477017268
5.016666666666667,1,0.49839445229827317,0.49839445229827317
9.041666666666666,0,0.5014897539732492,0.5014897539732492
9.041666666666666,1,0.4985102460267508,0.4985102460267508
